"주차장코드","주차장명","주소","주차장 종류","주차장 종류명","운영구분","운영구분명","전화번호","총 주자면","유무료구분","유무료구분명","야간무료개방여부","야간무료개방여부명","평일 운영 시작시각(HHMM)","평일 운영 종료시각(HHMM)","주말 운영 시작시각(HHMM)","주말 운영 종료시각(HHMM)","공휴일 운영 시작시각(HHMM)","공휴일 운영 종료시각(HHMM)","최종데이터 동기화 시간","토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명","월 정기권 금액","노상 주차장 관리그룹번호","기본 주차 요금","기본 주차 시간(분 단위)","추가 단위 요금","추가 단위 시간(분 단위)","버스 기본 주차 요금","버스 기본 주차 시간(분 단위)","버스 추가 단위 시간(분 단위)","버스 추가 단위 요금","일 최대 요금"
"1525568","요업기술원-LG전자뒤(구)","금천구 가산동 237-101","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0830","1900","0000","0000","0000","0000","2019-06-10 10:55:52","Y","유료","Y","유료","130000","1154510100119","250","5","0","0","0","0","0","0","15000"
"1525590","가산중앞(구)","금천구 독산동 300-26","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0830","1900","0000","0000","0000","0000","2019-06-10 10:55:55","Y","유료","Y","유료","130000","1154510200029","250","5","0","0","0","0","0","0","15000"
"1525595","삼환아파트(구)","금천구 독산동 1004-6","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0830","1900","0000","0000","0000","0000","2019-06-10 10:55:56","Y","유료","Y","유료","130000","1154510200119","250","5","0","0","0","0","0","0","15000"
"1525609","신천지(구)","금천구 독산동 152-1","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0830","1900","0000","0000","0000","0000","2019-06-10 10:55:58","Y","유료","Y","유료","130000","1154510200106","250","5","0","0","0","0","0","0","15000"
"1525616","웅진코웨이~sk트윈타워(구)","금천구 가산동 345-2","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0800","1900","0000","0000","0000","0000","2019-06-10 10:55:59","Y","유료","Y","유료","100000","1154510100114","500","10","500","10","0","0","0","0","15000"
"1525618","가산중뒤(구)","금천구 독산동 300-21","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0830","1900","0000","0000","0000","0000","2020-11-06 16:08:38","Y","유료","Y","유료","130000","1154510200023","250","5","0","0","0","0","0","0","15000"
"1525654","기륭전자(구)","금천구 가산동 219-7","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0830","1900","0000","0000","0000","0000","2019-06-10 10:56:04","Y","유료","Y","유료","130000","1154510100115","250","5","0","0","0","0","0","0","15000"
"1526023","범일운수~신세계물류센터(구)","금천구 독산동 1001-2","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0800","1900","0000","0000","0000","0000","2019-06-10 10:50:54","Y","유료","Y","유료","100000","1154510200025","500","10","500","10","0","0","0","0","15000"
"1526584","만승뒤(협동봉제조합)(구)","금천구 가산동 139-31","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0830","1900","1000","1800","1000","1900","2019-06-10 10:52:11","N","무료","N","무료","130000","1154510100102","250","5","0","0","0","0","0","0","15000"
"1526724","웅진코웨이~sk트윈타워(구)","금천구 가산동 345-2","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0800","1900","0000","0000","0000","0000","2019-06-10 10:52:39","Y","유료","Y","유료","100000","1154510100114","500","10","500","10","0","0","0","0","15000"
"1526725","가산디지털환승(구)","금천구 가산동 35-2","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0830","1900","0000","0000","0000","0000","2019-06-10 10:52:39","Y","유료","Y","유료","65000","1154510100106","150","5","0","0","0","0","0","0","10000"
"1526726","우리은행(구)","금천구 가산동 140-41","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0830","1900","1000","1800","1000","1900","2019-06-10 10:52:40","N","무료","N","무료","130000","1154510100120","250","5","0","0","0","0","0","0","15000"
"1526731","세일철강~LG전자연구소(구)","금천구 가산동 319-15","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0800","1900","0000","0000","0000","0000","2019-06-10 10:52:40","Y","유료","Y","유료","100000","1154510100113","500","10","500","10","0","0","0","0","15000"
"1526741","두산공원A~B(구)","금천구 가산동 153-18","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0800","1900","0000","0000","0000","0000","2019-06-10 10:52:41","Y","유료","Y","유료","100000","1154510100103","500","10","500","10","0","0","0","0","15000"
"1526743","LG텔레콤(구)","금천구 가산동 60-36","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0830","1900","1000","1800","1000","1900","2019-06-10 10:52:41","N","무료","N","무료","130000","1154510100105","250","5","0","0","0","0","0","0","15000"
"1526747","SJ테크노빌(구)","금천구 가산동 60-19","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0830","1900","1000","1800","1000","1900","2019-06-10 10:52:42","N","무료","N","무료","130000","1154510100101","250","5","0","0","0","0","0","0","15000"
"1526836","국도화학(구)","금천구 가산동 345-26","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0800","1900","0000","0000","0000","0000","2019-06-10 10:53:03","Y","유료","Y","유료","100000","1154510100110","500","10","500","10","0","0","0","0","15000"
"1527514","공유) 가산동 01-51구역(구)","금천구 가산동 4-2 ","NS","노상 주차장","2","거주자 우선 주차장","","1","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2020-02-24 10:49:43","N","무료","N","무료","0","1154510100037","0","0","0","0","0","0","0","0","0"
"1527979","사조냉장-무등실업(구)","금천구 독산동 303-2","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0830","1900","0000","0000","0000","0000","2019-06-10 10:50:44","Y","유료","Y","유료","130000","1154510200026","250","5","0","0","0","0","0","0","15000"
"1527992","서부간선도로(구)","금천구 가산동 557-4","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0830","1900","0000","0000","0000","0000","2019-06-10 10:50:45","Y","유료","Y","유료","130000","1154510100112","250","5","0","0","0","0","0","0","15000"
"1529924","방배복개도로 제1지역 노상공영주차장(구)","서초구 방배동 443-1","NS","노상 주차장","1","시간제 주차장","02-2155-7284","1","Y","유료","N","야간 미개방","1000","2300","1000","2300","0000","0000","2023-02-13 10:35:23","N","무료","Y","유료","0","1165010100001","500","10","500","10","0","0","0","0","0"
"1530250","방배복개도로 제2지역 노상공영주차장(구)","서초구 방배동 493-5","NS","노상 주차장","1","시간제 주차장","02-2155-7284","1","Y","유료","N","야간 미개방","1000","2300","1000","2300","0000","0000","2023-02-13 10:35:23","N","무료","Y","유료","0","1165010100002","250","5","500","10","0","0","0","0","0"
"1530271","방배중앙로 노상공영주차장(구)","서초구 방배동 760-3","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","1000","2000","1000","2000","0000","0000","2019-06-10 11:18:07","N","무료","Y","유료","0","1165010100011","250","5","500","10","0","0","0","0","0"
"1530432","방배복개도로 제1지역 노상공영주차장(구)","서초구 방배동 493-2","NS","노상 주차장","1","시간제 주차장","02-2155-7284","1","Y","유료","N","야간 미개방","1000","2300","1000","2300","0000","0000","2023-02-13 10:35:23","N","무료","Y","유료","0","1165010100001","500","10","500","10","0","0","0","0","0"
"1532391","공유) 3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","1","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:57:46","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0"
"1535044","마장동거주자우선주차장(구)","성동구 마장동 812-0","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0900","1800","0900","1500","0000","0000","2019-06-10 11:18:32","N","무료","Y","유료","80000","1120010500004","250","5","250","5","0","0","0","0","10000"
"1535047","뚝도시장(구)","성동구 성수동2가 335-60","NS","노상 주차장","1","시간제 주차장","02-461-0484","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:18:32","N","무료","Y","유료","80000","1120011500103","250","5","500","10","0","0","0","0","10000"
"1536454","거주자우선주차장(구)","성동구 마장동 494-0","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0900","1900","0900","1900","0000","0000","2019-06-10 11:17:15","N","무료","Y","유료","80000","1120010500004","250","5","250","5","0","0","0","0","10000"
"1536637","마장축산물시장 남문(구)","성동구 마장동 805-0","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:18:12","N","무료","Y","유료","80000","1120010500112","250","5","250","5","0","0","0","0","10000"
"1536727","마장축산물시장 현대아파트 앞 노상공영주차(구)","성동구 마장동 804-0","NS","노상 주차장","1","시간제 주차장","02-2292-7801","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:18:22","N","무료","Y","유료","80000","1120010500105","250","5","250","5","0","0","0","0","10000"
"1538410","신월1동저지복개1구역(구)","양천구 신월동 228-1","NS","노상 주차장","1","시간제 주차장","02-2698-1386","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:10:25","N","무료","Y","유료","70000","1147010300013","150","5","300","10","0","0","0","0","9000"
"1538694","성수역 3번출구 앞(구)","성동구 성수동2가 276-5","NS","노상 주차장","1","시간제 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0900","1800","0900","1500","0000","0000","2021-08-20 13:37:22","N","무료","Y","유료","80000","1120011500005","250","5","250","5","0","0","0","0","10000"
"1538796","장한평자동차시장 노상공영주차장(구)","성동구 용답동 225-13","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:02:03","N","무료","Y","유료","80000","1120012200108","250","5","250","5","0","0","0","0","10000"
"1538943","KT성수분국 앞(구)","성동구 성수동2가 277-43","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0900","1800","0900","1500","0000","0000","2021-08-20 11:29:06","N","무료","Y","유료","80000","1120011500006","250","5","250","5","0","0","0","0","10000"
"1538950","신정1,3동 복개(구)","양천구 신정동 1031-0","NS","노상 주차장","1","시간제 주차장","02-2645-1158","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","70000","1147010100013","150","5","300","10","0","0","0","0","9000"
"1538954","파리공원(구)","양천구 목동 906-1","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:03","N","무료","Y","유료","0","1147010200007","150","5","150","5","0","0","0","0","0"
"1538961","신정4동길(구)","양천구 신정동 902-0","NS","노상 주차장","1","시간제 주차장","02-2695-8597","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:04","N","무료","Y","유료","130000","1147010100016","150","5","300","10","0","0","0","0","9000"
"1540609","신월1동저지복개2구역(구)","양천구 신월동 90-1","NS","노상 주차장","1","시간제 주차장","02-2698-1386","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:02:11","N","무료","Y","유료","70000","1147010300014","150","5","300","10","0","0","0","0","9000"
"1540689","청계8가(남) 공영주차장(시)","성동구 상왕십리동 12-47","NS","노상 주차장","1","시간제 주차장","02-2274-2009","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:33:41","N","무료","Y","유료","0","1120010100349","450","5","450","5","0","0","0","0","0"
"1540707","현대41타워앞(구)","양천구 목동 917-2","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0900","1900","0900","1900","0900","1900","2019-06-10 11:02:22","N","무료","N","무료","70000","1147010200001","150","5","300","10","0","0","0","0","0"
"1540759","양천경찰서(구)","양천구 신정동 322-3","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:05","N","무료","Y","유료","40000","1147010100021","150","5","150","5","0","0","0","0","0"
"1540766","신월5동복개주차장(구)","양천구 신월동 53-2","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:06","N","무료","Y","유료","70000","1147010300010","150","5","300","10","0","0","0","0","0"
"1540769","한전뒷길(구)","양천구 신정동 319-25","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:07","N","무료","Y","유료","70000","1147010100001","150","5","150","5","0","0","0","0","0"
"1540785","양천공원옆(구)","양천구 신정동 320-3","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0900","1900","0900","1300","0000","0000","2019-06-10 11:03:09","N","무료","Y","유료","70000","1147010100022","150","5","150","5","0","0","0","0","0"
"1540806","양천구청(구)","양천구 신정동 321-3","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:11","N","무료","Y","유료","40000","1147010100017","150","5","150","5","0","0","0","0","0"
"1540868","법안정사(구)","양천구 목동 907-1","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0900","2100","0900","1500","0000","0000","2019-06-10 11:03:19","N","무료","Y","유료","0","1147010200006","250","5","250","5","0","0","0","0","0"
"1542826","세우빌딩앞 노상주차장(구)","영등포구 여의도동 10-0","NS","노상 주차장","1","시간제 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2020-09-09 16:38:15","N","무료","Y","유료","200000","1156011000008","500","5","1000","10","0","0","0","0","36000"
"1542854","KBS별관뒤 노상주차장(구)","영등포구 여의도동 4-5","NS","노상 주차장","1","시간제 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2020-09-09 16:03:10","N","무료","Y","유료","200000","1156011000133","500","5","500","5","0","0","0","0","36000"
"1542893","미래에셋빌딩 앞 노상주차장(구)","영등포구 여의도동 45-0","NS","노상 주차장","1","시간제 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:00:49","N","무료","Y","유료","200000","1156011000017","500","5","1000","10","0","0","0","0","20000"
"1542963","도림고가 노상주차장(구)","영등포구 문래동1가 39-1","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2020-09-09 18:15:48","N","무료","N","무료","50000","1156011900061","100","5","200","10","0","0","0","0",""
"1543091","교보생명옆 노상주차장(구)","영등포구 당산동2가 21-26","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:01:42","N","무료","N","무료","100000","1156011200031","250","5","300","10","0","0","0","0","15000"
"1543175","교보생명 앞 노상주차장(구)","영등포구 양평동1가 71-0","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:01:48","N","무료","N","무료","100000","1156012500025","250","5","500","10","0","0","0","0","15000"
"1543176","문래동주민센터 앞 노상주차장(구)","영등포구 문래동3가 55-16","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:01:49","N","무료","N","무료","100000","1156012100057","500","10","500","10","0","0","0","0","15000"
"1543204","동문굿모닝탑 옆(구)","양천구 신정동 324-3","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:02:34","N","무료","Y","유료","40000","1147010100018","150","5","150","5","0","0","0","0","0"
"1543279","산업은행앞 노상주차장(구)","영등포구 여의도동 16-0","NS","노상 주차장","1","시간제 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2020-09-09 16:37:34","N","무료","Y","유료","200000","1156011000006","500","5","500","5","0","0","0","0","36000"
"1543292","MBC방송국뒤 노상주차장(구)","영등포구 여의도동 3-1","NS","노상 주차장","1","시간제 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2020-09-09 18:04:22","N","무료","Y","유료","200000","1156011000132","500","5","1000","10","0","0","0","0","36000"
"1543307","KBS본관 앞 노상주차장(구)","영등포구 여의도동 1-7","NS","노상 주차장","1","시간제 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2020-09-09 17:09:07","N","무료","Y","유료","200000","1156011000123","500","5","1000","10","0","0","0","0","36000"
"1543324","국민일보사옥앞 노상주차장(구)","영등포구 여의도동 12-0","NS","노상 주차장","1","시간제 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2020-09-09 16:34:25","N","무료","Y","유료","200000","1156011000126","500","5","1000","10","0","0","0","0","36000"
"1543332","성애병원 앞 노상주차장(구)","영등포구 신길동 451-2","NS","노상 주차장","1","시간제 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2020-09-10 11:11:50","N","무료","Y","유료","100000","1156013200088","250","5","500","10","0","0","0","0","0"
"1543335","한국거래소앞 노상주차장(구)","영등포구 여의도동 3-3","NS","노상 주차장","1","시간제 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2020-09-09 14:51:58","N","무료","Y","유료","200000","1156011000012","500","5","1000","10","0","0","0","0","36000"
"1544852","당산고가 밑 이륜차 전용주차장(구)","영등포구 당산동5가 1-2","NS","노상 주차장","6","이륜차 전용 주차장","","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-06-10 11:10:09","Y","유료","Y","유료","0","1156011500014","0","0","0","0","0","0","0","0","0"
"1545107","여의도공원앞3 노상주차장(구)","영등포구 여의도동 2-11","NS","노상 주차장","1","시간제 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2020-09-09 10:57:24","N","무료","Y","유료","200000","1156011000002","500","5","1000","10","0","0","0","0","36000"
"1545129","삼환아파트 앞 노상주차장(구)","영등포구 문래동4가 41-0","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:00:14","N","무료","N","무료","100000","1156012200059","250","5","500","10","0","0","0","0","15000"
"1545136","영등포역 이륜차 주차장(구)","영등포구 영등포동3가 618-496","NS","노상 주차장","6","이륜차 전용 주차장","","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-06-10 11:00:15","Y","유료","Y","유료","0","1156010400046","0","0","0","0","0","0","0","0","0"
"1545155","진주아파트 옆 노상주차장(구)","영등포구 여의도동 54-4","NS","노상 주차장","1","시간제 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2020-09-04 11:37:45","N","무료","Y","유료","200000","1156011000134","500","5","1000","10","0","0","0","0","36000"
"1545190","대신시장 노상주차장(구)","영등포구 신길동 116-15","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2020-09-10 11:19:43","N","무료","N","무료","50000","1156013200087","100","5","200","10","0","0","0","0","6000"
"1545228","호성빌딩 앞 노상주차장(구)","영등포구 여의도동 4-4","NS","노상 주차장","1","시간제 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2020-09-09 15:23:41","N","무료","Y","유료","200000","1156011000019","500","5","1000","10","0","0","0","0","36000"
"1545231","중소기업중앙회 앞 노상주차장(구)","영등포구 여의도동 1-5","NS","노상 주차장","1","시간제 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2020-09-09 11:19:00","N","무료","Y","유료","200000","1156011000007","500","5","1000","10","0","0","0","0","36000"
"1545252","문래1동 공영주차장(시)","영등포구 문래동3가 54-12","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2021-10-07 16:08:21","N","무료","Y","유료","","1156012100056","130","5","130","5","0","0","0","0",""
"1545259","영등포로터리 공영주차장(시)","영등포구 영등포동1가 111-1","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2021-10-07 16:11:10","N","무료","Y","유료","","1156010200030","130","5","130","5","0","0","0","0",""
"1545353","여의도백화점 앞 노상주차장(구)","영등포구 여의도동 3-5","NS","노상 주차장","1","시간제 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2020-09-09 11:08:54","N","무료","Y","유료","200000","1156011000011","500","5","1000","10","0","0","0","0","36000"
"1545366","경호빌딩앞 노상주차장(구)","영등포구 여의도동 25-0","NS","노상 주차장","1","시간제 주차장","02-2650 -1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2020-09-09 16:32:43","N","무료","Y","유료","200000","1156011000128","500","5","1000","10","0","0","0","0","36000"
"1545399","교보생명 앞 노상주차장(구)","영등포구 당산동2가 71-0","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:01:50","N","무료","N","무료","100000","1156011200030","250","5","500","10","0","0","0","0","15000"
"1545405","가든예식장 앞 노상주차장(구)","영등포구 여의도동 45-1","NS","노상 주차장","1","시간제 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:01:50","N","무료","Y","유료","200000","1156011000015","1000","10","1000","10","0","0","0","0","20000"
"1545407","KBS연구관앞 노상주차장(구)","영등포구 여의도동 1-876","NS","노상 주차장","1","시간제 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2020-09-09 17:56:45","N","무료","Y","유료","200000","1156011000003","500","5","1000","10","0","0","0","0","36000"
"1545408","KBS별관옆 노상주차장(구)","영등포구 여의도동 4-4","NS","노상 주차장","1","시간제 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2020-09-09 16:09:41","N","무료","Y","유료","200000","1156011000014","500","5","1000","10","0","0","0","0","36000"
"1545410","국민은행앞 노상주차장(구)","영등포구 여의도동 15-22","NS","노상 주차장","1","시간제 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2020-09-09 16:33:01","N","무료","Y","유료","200000","1156011000124","500","5","1000","10","0","0","0","0","36000"
"1545416","중마루공원앞 노상주차장(구)","영등포구 영등포동2가 222-0","NS","노상 주차장","1","시간제 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2020-09-04 11:14:13","N","무료","Y","유료","100000","1156010300041","250","5","500","10","0","0","0","0","0"
"1545468","양남사거리 앞 노상주차장(구)","영등포구 당산동2가 30-0","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:01:57","N","무료","N","무료","100000","1156011200032","250","5","250","5","0","0","0","0","15000"
"1545494","영등포중앙시장 노상주차장(구)","영등포구 영등포동7가 5-1","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2634-1308","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:02:00","N","무료","N","무료","50000","1156010800036","100","5","200","10","0","0","0","0","6000"
"1545502","한진해운 앞 노상주차장(구)","영등포구 여의도동 2-3","NS","노상 주차장","1","시간제 주차장","02-2650 -1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2020-09-09 15:05:25","N","무료","Y","유료","200000","1156011000010","500","5","1000","10","0","0","0","0","36000"
"1545508","화재보험협회 앞 노상주차장(구)","영등포구 여의도동 3-5","NS","노상 주차장","1","시간제 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2020-09-09 15:41:28","N","무료","Y","유료","200000","1156011000013","500","5","1000","10","0","0","0","0","36000"
"1545832","벽산디지털밸리앞 노상주차장(구)","영등포구 문래동5가 5-0","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:02:53","N","무료","N","무료","100000","1156012300056","500","5","500","10","0","0","0","0","15000"
"1545852","한강쇼핑(구)","용산구 이촌동 301-5","NS","노상 주차장","1","시간제 주차장","02-749-5314","1","Y","유료","N","야간 미개방","1000","2000","1000","1600","0000","0000","2019-06-10 11:02:53","N","무료","Y","유료","0","1117012900001","250","5","250","5","0","0","0","0","0"
"1545887","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","1","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:02:54","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0"
"1545950","효창공원1(구)","용산구 효창동 3-151","NS","노상 주차장","1","시간제 주차장","02-749-5314","1","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:02:56","N","무료","Y","유료","0","1117011900002","250","5","250","5","0","0","0","0","0"
"1545969","삼각지역(구)","용산구 한강로1가 138-0","NS","노상 주차장","1","시간제 주차장","02-749-5314","1","Y","유료","N","야간 미개방","1130","2130","1130","1730","0000","0000","2019-06-10 11:02:58","N","무료","Y","유료","0","1117012400001","250","5","250","5","0","0","0","0","0"
"1547148","공유) 당산1동거주자우선주차장(구)","영등포구 당산동3가 4-1 ","NS","노상 주차장","2","거주자 우선 주차장","","1","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-12-26 17:43:03","N","무료","N","무료","0","1156011300033","0","0","0","0","0","0","0","0","0"
"1548692","경남아파트 앞 노상주차장(구)","영등포구 당산동3가 56-0","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2650-1436","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:25:18","N","무료","N","무료","50000","1156011300029","100","5","200","10","0","0","0","0","6000"
"1549619","이촌로54길(구)","용산구 이촌동 302-31","NS","노상 주차장","1","시간제 주차장","02-749-5314","1","Y","유료","N","야간 미개방","1100","2100","1100","1700","0000","0000","2019-10-07 16:33:17","N","무료","Y","유료","0","1117012900002","250","5","250","5","0","0","0","0","0"
"1549662","장충단로(한남광장) 관광버스전용 주차장(시)","용산구 한남동 9-19","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-09-29 11:00:59","Y","유료","Y","유료","0","1117013100002","0","0","0","0","0","0","0","0","0"
"1551145","양평동(동) 공영주차장(시)","영등포구 양평동5가 44-1","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2021-10-07 16:09:55","N","무료","Y","유료","0","1156012900003","130","5","130","5","0","0","0","0","0"
